long,lat,id,nombre_ofi,telefono,email,web,horario_de,calle_nombre,calle_altura,calle_cruce,sector,manzana,piso,casa,lado,pasillo,observacio,barrio,comuna,codigo_postal,codigo_postal_argentino,tipo_de_or,actividad,nom_mapa,funcion_de_la_organizacion,actividades
-58.4766213136209,-34.665236529029,613,Club  Albariño,4601-1946,,,,,,,,,,,,,,VILLA LUGANO,8,,,No Estatal,CLUB,Club  Albariño,Club deportivo.,Práctica de deportes
-58.3963428419985,-34.6473708628714,610,Club Barracas Central,4301-5855,secretaria@barracascentral.com,http://www.barracascentral.com,,,,,,,,,,,,BARRACAS,4,,,No Estatal,CLUB,Club Barracas Central,Club de fútbol.,Práctica de deportes
-58.4870188526502,-34.6840004929913,609,Comedor Ositos Cariñosos,4603-1374,,,Lunes a viernes de 12 a 14 hs,Robles,,Palo Santo,,3,,40/1,,,,VILLA LUGANO,8,,,No Estatal,COMEDOR,Comedor Ositos Cariñosos,Comedor comunitario que brinda asistencia alimentaria.,Comedor
-58.4950940961939,-34.6704297810629,608,CeSAC N° 5,4687-0494 / 1672,,,Lunes a viernes de 8 a 15:30 hs,,,,,,,,,,,VILLA LUGANO,8,,,Estatal,CENTRO DE SALUD Y ACCION COMUNITARIA,CeSAC Nº 5,"El CeSAC 5 ofrece los siguientes servicios:
Especialidades: 
Salud Comunitaria , Salud Escolar, Epidemiología, Inmunizaciones, Tuberculosis , SIDA , Procreación Responsable , Materno Infantil, Nutrición, Niño Sano de 1 / 5, Adolescencia, Detección Precoz de Cáncer Genital y enfermedades de transmisión Sexual.

Otras ofertas: 
CePAD.Se realiza el test del vih-sida con asesoramiento antes y/o después del mismo. Informa y brinda material sobre el VIH-sida. Entrega de preservativos. ",Servicios de salud en el barrio / Atención a la Mujer
-58.5050501326915,-34.6596500937779,607,"Sede Comunal, Comuna 9",4687-2569/2570/2512,,,,,,,,,,,,,,MATADEROS,9,,,Estatal,SEDE COMUNAL,Sede Comunal 9,"Estos son los Trámites y Servicios que ofrece la Sede Comunal:

Registro Civil: Lunes a viernes de 9.30 a 14.30 hs
Rentas: Lunes a viernes de 9:30 a 15:30 hs.
Infracciones: Lunes a viernes de 9.30 a 15 hs.
Reclamos y Denuncias: Lunes a viernes 8.30 a 15 hs
Discapacidad: Lunes, miércoles y viernes 9 a 15.30 hs. Martes y jueves 13 a 15.30 hs.
Tarjeta Mayor: Lunes a viernes 8.30 a 15 hs
Cobertura Porteña: Lunes a viernes 8.30 a 15 hs
Tesorería: Lunes a viernes 8.30 a 14.30 hs
Atención ciudadana: Lunes a viernes 8.30 a 15 hs
Participación Ciudadana: Lunes a viernes 9 a 14.30 hs - Correo electrónico: participacioncomuna9@buenosaires.gob.ar
R.O.A.C: Martes y jueves de 10.00 a 14.00 hs
Biblioteca: Lunes, miércoles y viernes 9 a 15.30 hs. Martes y jueves 13 a 15.30 hs.
Registro de Artistas (escultores, pintores, fotógrafos, muralistas, videoarte, escritores): Lunes, miércoles y viernes 9 a 15.30 hs. Martes y jueves 13 a 15.30 hs.
Registro de Grupos y bandas de Rock: Lunes a viernes de 09 a 14 hs.
Prensa y Comunicación: Lunes a viernes de 9 a 14 hs. (Para recibir los mails correspondientes a la Comuna 9 y/o realizar consultas, enviar un mail a prensacomuna9@buenosaires.gob.ar)
Estos son los Trámites y Servicios que te ofrece la Subsede Comunal

Subsede 9 – Av. Directorio 4360

Atención Ciudadana: Lunes a viernes 9.30 a 15.30hs.
Rentas: Lunes a viernes 9.30 a 15.30hs.
Infracciones: Lunes a viernes 9.30 a 15.30hs.
Dirección General de Política de Prevención del Delito: Lunes a viernes de 9.30 a 15.30 hs.
Oficina de Intermediación Laboral: Lunes a viernes de 9.30 a 15.30 hs
Dirección General de la Mujer: Lunes, miércoles y viernes 9.30 a 15hs.
Mediación Comunitaria: Martes, miércoles y jueves de 9.30 a 15.30 hs.
Defensa del Consumidor: Lunes a viernes de 9.30 a 14.30 hs.
Asesoramiento Jurídico Gratuito: Lunes a viernes de 9.30 a 14.30 hs",Servicios de salud en el barrio / Promoción de derechos e información sobre discapacidad / Documentos de Identidad / Programas y talleres culturales en el barrio de Música / Bibliotecas y rincones de lectura / Atención a la Mujer / Asesoramiento Jurídico Gratuito
-58.4540028012304,-34.6836172121567,605,"Sede Comunal, Comuna 8",4605-1735 / 2631,,,,,,,,,,,,,,VILLA RIACHUELO,8,,,Estatal,SEDE COMUNAL,Sede Comunal 8,"Estos son los Trámites y Servicios que te ofrece la Sede Comunal:

Rentas: Lunes a viernes de 7:30 a 14:30 hs.
Mediación Comunitaria: Lunes a viernes de 9 a 15 hs.
Infracciones: Lunes a viernes de 7:30 a 19 hs.
Oficina de Intermediación Laboral: Lunes a viernes de 8 a 15 hs.
Dirección General de Política de Prevención del Delito: Lunes a viernes de 9 a 15 hs.
Registro Civil: Lunes a viernes de 9:30 a 14:30 hs.
Asesoramiento Jurídico gratuito: Martes y viernes de 9 a 14 hs.
Centro de Documentación Rápida: Lunes a viernes de 7:30 a 20 hs.
Defensoría de niños, niñas y adolescentes: Lunes a viernes de 10 a 16 hs. (el servicio se brinda en la calle Cafayate 5230)
Servicio Social: Lunes a viernes de 9 a 16 hs.(el servicio se brinda en la calle Escalada 4501)
Eximición del pago de tasa para la renovación del DNI: Lunes a viernes de 9 a 16 hs.(el servicio se brinda en la calle Escalada 4501)","Promoción de derechos de niños, niñas y adolescentes / Documentos de Identidad / Asesoramiento Jurídico Gratuito"
-58.462307260212,-34.6718853906557,604,Centro de Primera Infancia (CPI) La Buena Semilla,,,,Lunes a viernes de 9 a 15 hs,,,,,19,,30,,,,VILLA LUGANO,8,,,Gestión Asociada,CENTRO DE PRIMERA INFANCIA,CPI La Buena Semilla,"El CPI brinda atención integral de 8 horas (de 8.30 a 16.30 hs.) a niñas y niños de 45 días a 4 años. Ofrece los siguientes servicios:

- Atención alimentaria y nutricional: desayuno, almuerzo y merienda para los niños y niñas que asisten diariamente a los Centros, garantizándoles una alimentación adecuada y saludable como requisito indispensable para su desarrollo integral.
- Actividades de prevención y promoción en materia de salud, a través de talleres y capacitaciones con niños/as y sus familias.
- Estimulación temprana y formación a través de juegos, ejercicios físicos y actividades lúdicas, buscando favorecer el desarrollo de las capacidades y habilidades psicofísicas, cognitivas, comunicativas y sociales de los niños/as.
- Capacitación a través de talleres participativos para las familias para facilitar la crianza y desarrollo de sus hijos, fortaleciendo la vinculación entre ambos. Este servicio también se brinda a las embarazadas.",Servicios de salud en el barrio / Primera infancia / Atención a la Mujer
-58.4150580427268,-34.6516929798927,602,Centro Traful de Educación No Formal,4911-3154,,,Lunes a viernes de 18 a 21 hs,,,,,,,,,,,NUEVA POMPEYA,4,,,Estatal,ESTABLECIMIENTO EDUCATIVO NO FORMAL,Centro Traful de Educación No Formal,"En el Centro Traful se brindan cursos gratuitos de recreación y formación profesional, en horario vespertino. Todas las propuestas son abiertas a la comunidad, de corta duración y no es necesario tener formación previa. 

Cursos y talleres 2014:
Administración de consorcios de propiedad horizontal, Comercialización y ventas, Artesanías en cuero,  Manualidades en porcelana en frío, Manualidades mixtas, Tejidos, Cerrajería domiciliaria, Electricidad básica, Instalación de Porteros Eléctricos, Cocina básica, Pastelería, Corte y Confección, Estética Facial, Manicuría y Belleza pédica, Peluquería, Expresión corporal, Folklore, Tango, Gimnasia, Yoga, Informática básica, Introducción al Protocolo y Ceremonial, Mozos y camareras, Taller de integración por el arte.",Práctica de deportes / Educación no formal / Programas y talleres culturales en el barrio de Artes Plásticas/Manualidades / Danza
-58.4522628577317,-34.6788485056308,600,"Centro Integral de la Mujer (CIM) ""Villa Lugano""",4605-5059,,,Lunes a viernes de 8.30 a 15.30 hs,,,,,,,,,,,VILLA LUGANO,8,,,Estatal,CENTRO INTEGRAL DE LA MUJER,CIM Villa Lugano,"Los CIM atienden casos de violencia doméstica hacia la mujer, para mujeres mayores de 18 años de edad. Las mujeres son atendidas por un equipo interdisciplinario (psicólogas, abogadas, trabajadoras sociales) que evalúa cada caso, brinda asistencia psicológica, asistencia legal y patrocinio jurídico gratuito. 
",Atención/Derivación casos de Violencia Familiar / Atención a la Mujer
-58.4037731054459,-34.6521162303653,598,"Gendarmería, Policía Federal, Prefectura Naval Argentina, Unidad Cinturón Sur No. 32",,,,,,,,,,,,,,,BARRACAS,4,,,Estatal,,Unidad Cinturón Sur No. 32,"Prefectura Naval Argentina, Unidad Cinturón Sur No. 32
La Prefectura Naval Argentina está presente las 24 hs., a través de puestos fijos (5 contenedores) y patrullaje urbano (a  pie y en móvil) dentro de la villa.

Gendarmería
La Gendarmería está presente en la Villa 21-24 con puestos en cuatro garitas: Iguazú 1300, Osvaldo Cruz y Monteagudo, Iriarte 3800, Zavaleta enfrente del CEAMSE.

La Policía Federal (Cuerpo de Prevención Barrial), está presente en la Villa 21-24 las 24 hs. los 365 días del año. Realiza patrullaje a pie en el sector comprendido entre las vías, Luna y Osvaldo Cruz.

En caso de urgencia, para contactar a la Prefectura, Gendarmería o a la Policía Federal llamar al 911, comando radioeléctrico que coordina con todas las fuerzas de seguridad.
",Servicios de Seguridad
-58.4003776291069,-34.6560943769747,596,Comedor “Asociación Vidas”,,,,,,,,,23,,16/17,,,,BARRACAS,4,,,No Estatal,COMEDOR,Comedor Asociación Vidas,Brinda asistencia alimentaria.,Comedor
-58.4004743360218,-34.6561046957681,595,Cooperativa 1ro de marzo,,,,,Iriarte,3500,,,,,,,,,BARRACAS,4,1437,C1437JQN,No Estatal,COOPERATIVA,Coop. 1ro. de marzo,"Pechitos Amarillos se ocupa de la limpieza y barrido de plazas, calles internas y pasillos, desinfección, desratización, levantamiento de escombros, fumigación perimetral y domiciliaria, en todo el barrio. Integran los Pechitos Amarillos miembros de dos cooperativas del barrio -“San Roque” y “El Galpón”.",Limpieza de calles
-58.3969996910807,-34.6512609127601,594,Junta Vecinal Villa 21-24,,,,Lunes a viernes de 8 a 12 hs y de 14 a 16 hs,,,,,14,,134,,,,BARRACAS,4,,,No Estatal,,Junta Vecinal Villa 21-24,Atiende reclamos y demandas de los vecinos de la Villa 21-24.,"Urgencias habitacionales (derrumbes, desagües pluviales, cloacas)"
-58.3990989025475,-34.6511935573399,592,Capilla San Expedito,,,,,Iriarte,3700,,Pavimento Alegre,18,,25,,,,BARRACAS,4,1437,C1437JQP,No Estatal,IGLESIA / TEMPLO,Capilla San Expedito,"Brinda apoyo escolar y merienda a niños entre 6 y 12 años, los sábados por la tarde.
 ",Apoyo escolar
-58.3986394713377,-34.6513283674308,591,Capilla San Juan,,,,,Iriarte,3600,,Tierra Amarilla,2,,113,,,,BARRACAS,4,1437,C1437JQO,No Estatal,IGLESIA / TEMPLO,Capilla San Juan,Apoyo escolar sábados por la tarde.,Apoyo escolar
-58.4001703029707,-34.6561708927638,590,Capilla Lavardén,,,,,,,,Sector Lavardén,18,,107,,,,BARRACAS,4,,,No Estatal,IGLESIA / TEMPLO,Capilla Lavardén,Apoyo escolar sábados por la tarde.,Apoyo escolar
-58.3996793145276,-34.6562878264705,589,Capilla Virgen de Itatí,,,,,,,,Sector Loma Alegre,5,,2,,,,BARRACAS,4,,,No Estatal,IGLESIA / TEMPLO,Capilla Virgen de Itatí,Brinda apoyo escolar los martes por la tarde.,Apoyo escolar
-58.4017004689558,-34.6521828187826,588,Capilla Desatanudos,,,,,,,,,,,154,,,,BARRACAS,4,,,No Estatal,IGLESIA / TEMPLO,Capilla Desatanudos,Brinda apoyo escolar los sábados por la mañana.,Apoyo escolar
-58.3960733381941,-34.6502012236568,585,Comedor “Trinidad” del Movimiento Barrios de Pie,,,,,,,,Sector Tierra Amarilla,7,,92bis,,,,BARRACAS,4,,,No Estatal,COMEDOR,"Comedor ""Trinidad"" del Movimiento Barrios de Pie",Brinda apoyo escolar los sábados.,Apoyo escolar
-58.4101887179885,-34.649739372616,584,Centro “San José” de la Parroquia Nuestra Señora de Caacupé,4302-3643,,,Sábados de 9.30 a 16 hs,,,,,,,,,,,NUEVA POMPEYA,4,,,No Estatal,IGLESIA / TEMPLO,Centro San José de la Parroquia Nuestra Señora de Caacupé,"Hogar de día para varones de 12 a 17 años. Se brinda recreación, formación, competencias, juegos, desayuno, almuerzo, apoyo escolar y computación.
",Apoyo escolar / Actividades Recreativas / Educación no formal / Hogares para niños y adolescentes
-58.4061492102038,-34.65493884684,579,Centro de Formación Profesional (CFP) No. 15,4912-4500,,,,,,,,,,,,,,NUEVA POMPEYA,4,,,Gestión Asociada,ESTABLECIMIENTO EDUCATIVO,Centro de Formación Prof. Nº 15,"El CFP funciona dentro del Centro Juvenil Padre Daniel de la Sierra. Funciona una escuela de oficios y capacitación de emprendedores para hombres y mujeres desde los 15 años. Se dan cursos gratuitos anuales y semestrales de más de 30 oficios con título oficial. En colaboración con la Fundación Impulsar se forma y asesora a personas con una idea de negocio o emprendimiento. 
Inscripción en la Secretaria parroquial, Osvaldo Cruz 3470, de lunes a sábado de 9 a 12 hs. y de 16 a 19 hs.
Mecánica ligera del automotor: martes y jueves de 18.00 a 21.00 hs.
Mecánica integral del automotor: lunes y miércoles de 18.00 a 21.00 hs.
Mecánica sistema de frenos: viernes de 18.00 a 21.00 hs.
Carpintería de banco: martes y jueves de 8.00 a 12.00 hs.
Carpintero maquinista: martes y miércoles de 18.00 a 21.00 hs.
Herrería: lunes y miércoles de 18.00 a 21.00 hs.
Soldadura por arco eléctrico: martes y viernes  de 18.00 a 21.00 hs.
Electricidad instalación domiciliaria: lunes y jueves de 18.00 a 21.00 hs.
Panadería I: miércoles de 8.00 a 12.00 hs.
Panadería II: lunes  de 8.00 a 12.00 hs.
Repostería y pastelería básica: lunes y martes de 13.00 a 17.00 hs.
Repostería calificada: jueves de 13.00 a 17.00 hs.
Decoración de tortas: miércoles de 14.00 a 17.00 hs.
Cocina: lunes de 14.00 a 17.00 hs.
Computación Word: martes y jueves de 13.00 a 15.30 hs, de 18.00 a 21.00 hs. Lunes de 9.30 a 12.00 hs.
Computación Excel: lunes de 8.30 a 12.00 hs.
Computación Internet: viernes de 9.00 a 12.00 hs y de 13.00 a 16.00 hs.
Computación diseño gráfico: miércoles de 9.00 a 12.00 hs.
Imprenta: lunes y viernes de 9.00 a 12.00 hs.
Reparación de PC: miércoles  de 13.00 a 16.00 hs.
Alfarería y cerámica: miércoles y viernes de 14.00 a 16.30 hs.
Pintura decorativa: martes de 8.30 a 12.00 hs
Artesanía en velas: martes y jueves de 9.00 a 12.00 hs. Lunes y miércoles de 13.30 a 16.00 hs
Mayólica y vitraux: martes de 13.00 a 16.30 hs
Escultura y moldería: martes y jueves de 13.00 a 16.00 hs.
",Formación profesional
-58.3869222148746,-34.5998079962747,578,Sede Comunal 1,4370-9700,,,Lunes a viernes de 9 a 16 hs,,,,,,,,,,,SAN NICOLAS,1,,,Estatal,SEDE COMUNAL,Sede Comunal 1,"Estos son los Trámites y Servicios que ofrece la Sede Comunal, de lunes a viernes de 9 a 16 hs.
-Mesa de Entradas, Informes y Reclamos. Tel: 4370-9721
-Dirección General de la Mujer. Tel: 4370-0977
-Registro de Organizaciones Comunitarias (ROAC).
-Gestión Urbanística. Tel. 4370-9705
-Mediación Comunitaria. Tel. 4370-9713
-Dirección de Participación Ciudadana: Tel. 4370-9724.
-Espacios Verdes y Seguridad
-Cultura, Patrimonio y Medio Ambiente

-Dirección General de Política de Prevención del Delito:lunes, miércoles y viernes 9 a 16 hs. Tel. 4370-9709
-Control de Servicios Públicos y Salud: lunes a viernes 10 a 17 hs.
-Dirección General de Defensa y Protección al Consumidor: lunes a viernes de 9 a 14 hs. Tel. 4370-9722 
- Audiencias Programadas: de 15 a 18 hs.
-Infracciones: lunes a viernes de 8 a 13:45 hs. Tel:4370-9730
-Rentas: lunes a viernes de 9:30 a 15:30 hs. Tel: 0800-332387
-Tesorería: lunes a viernes de 8:30 a 14:30 hs.

Otros servicios que ofrece la Comuna:
-Programa Proteger: lunes a viernes de 9 a 18 hs., Cerrito 208. Tel. 4010- 0300 Int 13030 0800- 333-4300
-Defensoría de niños, niñas y adolescentes: lunes a viernes de 9 a 14 hs. Paraná 426 P.B. Tel. 4373- 6559
-Atención Ciudadana: lunes a viernes de 8 a 18 hs. Av. de Mayo 591 - tel: 4331-1581
-Asesoramiento Jurídico Gratuito: viernes de 9 a 13 hs. Procuración General Uruguay 440 tel. 4374-3273
-Oficina de Intermediación Laboral: lunes a viernes de 9 a 16 hs. Balcarce 360 P.B. 4114-5710
-Registro Civil: lunes a viernes de 9.30 a 14:30 hs. Uruguay 753
-Servicio Social Zonal 1 Piedras 1281 de 9 a 15 hs Tel. 4361-3590
-Mediación Comunitaria: Delegación Villa 31 - Miércoles de 10 a 16 hs.","Servicios de Seguridad / Promoción de derechos de niños, niñas y adolescentes / Festivales y fiestas barriales / Urgencias habitacionales (derrumbes, desagües pluviales, cloacas) / Documentos de Identidad / Atención a la Mujer"
-58.46835220791,-34.6760318477979,577,Escuela Infantil Nº5 D.E. 21,,,,,,,,,,,,,,,VILLA LUGANO,8,,,Estatal,ESTABLECIMIENTO EDUCATIVO,Escuela Infantil Nº 5,Nivel inicial común - Jardín de infantes. Nivel inicial común - Jardín maternal.,Actividades Recreativas / Educación inicial / Programas y talleres culturales en el barrio de Artes Plásticas/Manualidades
-58.4956669269992,-34.6704701919675,576,"Centro Infantil Mataderos, Jardín de Infantes Integral Nº 3 D.E. 20",,,,Sábados de 10 a 14 hs,,,,,,,,,,,VILLA LUGANO,8,,,Estatal,ESTABLECIMIENTO EDUCATIVO,Centro Infantil Mataderos - Jardín de Infantes Integral Nº 3,"Los Centros Infantiles ofrecen una diversidad de actividades relacionadas con el arte, los juegos deportivos, las ciencias y las nuevas  tecnologías para   niños y niñas entre los 3 y 5 años.

El Programa cuenta con docentes especializados en la exploración de diferentes lenguajes: musicales, de literatura y expresión plástica, favoreciendo la estimulación para que los niños puedan crear y expresarse y estrechando los lazos entre la escuela, las familias y la comunidad.",Primera infancia
-58.3769205660445,-34.5845193442653,575,Comedor Nuevos Horizontes,4312-1492,,,Lunes a viernes de 16 a 21 hs,,,,Guemes,3,,11,,,,RETIRO,1,,,No Estatal,COMEDOR,Comedor Nuevos Horizontes,"El comedor funciona en el barrio desde agosto de 2013. Se entregan viandas de cena para grupos familiares, y además funcionan talleres de capacitación en repostería, computación, gastronomía y herrería.
Junto a la Asociación Madres en Lucha - Riesgo Social se asesora para prevenir adicciones.",Educación no formal / Prevención / Comedor
-58.4470122707214,-34.660418151344,574,Oficina central Subsecretaría de Hábitat e Inclusión,,,,Lunes a viernes de 9:30 a 16 hs,,,,,,,,,,,VILLA SOLDATI,8,,,Estatal,MINISTERIO / SUBSECRETARIA,Subsecretaría de Hábitat e Inclusión (SSHI),"Oficina de la Subsecretaría de Hábitat e Inclusión del Gobierno de la Ciudad, sede Fátima. ","Promoción de derechos de niños, niñas y adolescentes / Práctica de deportes / Urgencias habitacionales (derrumbes, desagües pluviales, cloacas) / Promoción de derechos e información sobre discapacidad / Programas y talleres culturales en el barrio de Artes Plásticas/Manualidades"
-58.4871877303531,-34.6837953487439,573,NIDO Inta,,,,Lunes a viernes de 9 a 17 hs.,,,,,,,,,,,VILLA LUGANO,8,,,,NUCLEO DE INCLUSIÓN Y DESARROLLO DE OPORTUNIDADES,NIDO Inta,"Los Núcleos de Inclusión y Desarrollo de Oportunidades, NIDO, son espacios gestionados por la Subsecretaría de Hábitat e Inclusión del Gobierno de la Ciudad y se centran en ofrecer oportunidades para personas de todas las edades en participación ciudadana, construcción de convivencia y en formación y capacitación de cultura, empleo y deporte.

La Red NIDO está conformada hoy por cuatro espacios: Soldati, Villa 1-11-14, Inta y Villa 20 desde donde se potencian ideas y proyectos para el desarrollo de una ciudadanía plena y la equiparación de oportunidades, orientando su oferta programática al abordaje de las problemáticas sociales específicas de cada comunidad.
","Promoción de derechos de niños, niñas y adolescentes / Práctica de deportes / Programas y talleres culturales en el barrio de Artes Escénicas"
-58.4431513218226,-34.6654719321221,571,NIDO Soldati,,,,Lunes a viernes de 9 a 17 hs.,,,,,,,,,,,VILLA SOLDATI,8,,,Estatal,NUCLEO DE INCLUSIÓN Y DESARROLLO DE OPORTUNIDADES,NIDO Soldati Y Portal Inclusivo,"Los Núcleos de Inclusión y Desarrollo de Oportunidades, NIDO, son espacios gestionados por la Subsecretaría de Hábitat e Inclusión del Gobierno de la Ciudad y se centran en ofrecer oportunidades para personas de todas las edades en participación ciudadana, construcción de convivencia y en formación y capacitación de cultura, empleo y deporte.

La Red NIDO está conformada hoy por cuatro espacios: Soldati, Villa 1-11-14, Inta y Villa 20 desde donde se potencian ideas y proyectos para el desarrollo de una ciudadanía plena y la equiparación de oportunidades, orientando su oferta programática al abordaje de las problemáticas sociales específicas de cada comunidad.

Los Portales Inclusivos son oficinas del Gobierno de la Ciudad ubicadas en los barrios que buscan fortalecer los vínculos y redes entre el Estado y los vecinos, para acompañarlos en todos los procesos de transformación.

Estas oficinas están ubicadas en los territorios donde día a día los equipos de trabajo brindan un espacio de escucha y un lugar de consulta sobre las oportunidades de programas y políticas que ofrece la Ciudad.

Actualmente, la Ciudad cuenta con 11 Portales Inclusivos, cuatro Núcleos de Inclusión y Desarrollo de Oportunidades (NIDO) y la oficina de la Subsecretaría de Hábitat e Inclusión (Pergamino 2950, Fátima), que funcionan de lunes a viernes de 9 a 17 horas en los barrios del sur de la Ciudad.","Apoyo escolar / Práctica de deportes / Danza / Promoción de derechos de niños, niñas y adolescentes / Programas y talleres culturales en el barrio de Música / Bibliotecas y rincones de lectura / Programas y talleres culturales en el barrio de Artes Plásticas/Manualidades / Asistencia tercera edad / Programas y talleres culturales en el barrio de Artes Escénicas"
-58.4500553885806,-34.6644839712232,570,Portal Veterinario Soldati,,,,Lunes a viernes de 9 a 17 hs,,,,,,,,,,,VILLA SOLDATI,8,,,,PORTAL INCLUSIVO,Portal Veterinario Soldati,,Servicios de salud en el barrio
-58.4721579708575,-34.6553707608383,568,Portal Inclusivo de la Subsecretaría de Hábitat e Inclusión (SSHI),,,,Lunes a viernes de 9 a 17 hs,,,,,,,,,,,PARQUE AVELLANEDA,9,,,Estatal,PORTAL INCLUSIVO,Portal Inclusivo SSHI,"Oficina descentralizada de la Subsecretaría de Hábitat e Inclusión de la Ciudad de Buenos Aires (SSHI) cuyo fin es asegurar la presencia territorial del Estado  y fortalecer el vínculo directo y cotidiano con los vecinos y organizaciones del barrio. La función del Portal es ser un centro de orientación e información para los habitantes de Cildañez y aledañas, brindando un lugar de consulta sobre las políticas que ofrece la Ciudad y un espacio de escucha activa en temas referidos al mejoramiento del barrio. La SSHI realiza obras de urbanización y organiza actividades deportivas, culturales, de participación ciudadana y talleres de capacitación para niñ@s, jóvenes y adultos en el barrio.","Práctica de deportes / Programas y talleres culturales en el barrio de Audiovisual / Promoción de derechos e información sobre discapacidad / Promoción de derechos de niños, niñas y adolescentes / Urgencias habitacionales (derrumbes, desagües pluviales, cloacas) / Programas y talleres culturales en el barrio de Artes Escénicas / Actividades Recreativas"
-58.4613798332511,-34.6716492088512,567,Portal Inclusivo de la Subsecretaría de Hábitat e Inclusión (SSHI),,,,Lunes a viernes de 9 a 17 hs,,,,,,,,,,,VILLA LUGANO,8,,,Estatal,PORTAL INCLUSIVO,Portal Inclusivo villa 20 SSHI,"Los Portales Inclusivos son oficinas del Gobierno en los barrios del sur de la Ciudad que buscan fortalecer los vínculos y redes entre el Estado y los vecinos, para acompañarlos en todos los procesos de transformación de sus barrios.","Práctica de deportes / Programas y talleres culturales en el barrio de Audiovisual / Educación no formal / Promoción de derechos e información sobre discapacidad / Promoción de derechos de niños, niñas y adolescentes / Urgencias habitacionales (derrumbes, desagües pluviales, cloacas) / Programas y talleres culturales en el barrio de Artes Escénicas / Actividades Recreativas"
-58.494893395112,-34.6705767677319,566,Portal Inclusivo de la Subsecretaría de Hábitat e Inclusión (SSHI),,,,Lunes a viernes de 9 a 17 hs.,,,,,,,,,,,VILLA LUGANO,8,,,Estatal,PORTAL INCLUSIVO,Portal Inclusivo SSHI,"Oficina descentralizada de la Subsecretaría de Hábitat e Inclusión de la Ciudad de Buenos Aires (SSHI) cuyo fin es asegurar la presencia territorial del Estado  y fortalecer el vínculo directo y cotidiano con los vecinos y organizaciones del barrio. La función del Portal es ser un centro de orientación e información para los habitantes de Ciudad Oculta (villa 15) y aledañas, brindando un lugar de consulta sobre las políticas que ofrece la ciudad y un espacio de escucha activa en temas referidos al mejoramiento del barrio. La SSHI realiza obras de urbanización y organiza actividades deportivas, culturales, de participación ciudadana y talleres de capacitación para niñ@s, jóvenes y adultos en el barrio.","Práctica de deportes / Promoción de derechos de niños, niñas y adolescentes / Urgencias habitacionales (derrumbes, desagües pluviales, cloacas) / Promoción de derechos e información sobre discapacidad / Programas y talleres culturales en el barrio de Audiovisual"
-58.3772131755782,-34.5821846809571,565,Cooperativa de Trabajo Inmigrantes Limitada,4313-9081,,,Lunes a viernes de 9 a 18 hs,,,,Inmigrantes,,,54,,1,,RETIRO,1,,,No Estatal,COOPERATIVA,Coop. de Trabajo Inmigrantes Limitada,"Tareas generales de mantenimiento, obras de infraestructura y electricidad.",
-58.4643315638094,-34.6883274848279,564,Centro de Educacion No Formal Cafayate,,,,Lunes a viernes de 17.30 a 20.30 hs,,,,,,,,,,,VILLA LUGANO,8,,,Estatal,ESTABLECIMIENTO EDUCATIVO NO FORMAL,Centro de Educacion No Formal Cafayate,"Se brindan cursos de Decoración artesanal de tortas, Apoyo Escolar de Inglés, Apoyo Escolar primario, Blanquería, Cocina fría (buffet froid), Informática básica, Manualidades en porcelana en frío, Maquillaje social, Peluquería, Tango y folklore, Yoga.",Apoyo escolar / Programas y talleres culturales en el barrio de Música / Formación profesional / Educación no formal / Programas y talleres culturales en el barrio de Artes Escénicas / Programas y talleres culturales en el barrio de Artes Plásticas/Manualidades
-58.4319244663938,-34.6605279557725,563,Comisaría 40,4918-3333 / 1708 4919-2450,,,Las 24 hs.,,,,,,,,,,,VILLA SOLDATI,8,,,Estatal,COMISARIA,Comisaría Nº 40,,Servicios de Seguridad
-58.4698259494316,-34.6840860580611,562,Comisaría 52,,,,Las 24 hs.,,,,,,,,,,,VILLA LUGANO,8,,,Estatal,COMISARIA,Comisaría Nº 52,,Servicios de Seguridad
-58.474211997171,-34.6783255786578,560,Comisaría 48,4601-3333 / 4464 / 4379 4602,,,Las 24 hs.,,,,,,,,,,,VILLA LUGANO,8,,,Estatal,COMISARIA,Comisaría Nº 48,,Servicios de Seguridad
-58.5012350451681,-34.6618129978647,557,Comisaría 42,4687-3333 / 6478 4687-0011,,,Las 24 hs.,,,,,,,,,,,MATADEROS,9,,,Estatal,COMISARIA,Comisaría Nº 42,,Servicios de Seguridad
-58.4763010402294,-34.641479242705,556,Comisaría 40,4671-3333 4672-1790 / 1824,,,Las 24 hs.,,,,,,,,,,,PARQUE AVELLANEDA,9,,,Estatal,COMISARIA,Comisaría Nº 40,,Servicios de Seguridad
-58.383736430457,-34.5809497139368,555,Club Social y Deportivo El Campito,,,www.elcampitovilla31.com.ar,,Ramón castillo,200,,YPF,23,,30,,,,RETIRO,1,,,No Estatal,,Club Social y Deportivo El Campito,"Club social y deportivo donde además de realizarse diferentes deportes (fútbol femenino, fútbol masculino, hockey, capoeira) se llevan a cabo capacitaciones en liderazgo para emprendedores del barrio y otras actividades comunitarias (apoyo escolar, huerta comunitaria). ",Práctica de deportes / Apoyo escolar / Otros / Comedor
